Purchase_Device;Purchase_ID;Purchase_Date;Purchase_Status;Payment_Method;DeliveryMode;Shipping_Date;ShippingZipCode;ShippingCity;ShippingRegion;ShippingCountry;Store_Category;Product_ID;Product_Quantity;Unit_Price;ClientCivility;User_ID;Gift;Email_host_domain
DESKTOP;5a26bf60d52a41c4d555264fda5c4d3b;20190628;DELIVERED;Mastercard;STANDARD_OVERNIGHT;20190701;33602;Tampa;Florida;US;6;11 911 531;1;78;Mrs.;323936;No;HOTMAIL.COM
TABLET;14ac15a5e8dd2986f1149e99dffc7914;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190701;11797;Woodbury;New York;US;6;11 811 691;1;27;Ms.;325169;No;AOL.COM
DESKTOP;4a504ffc438068e4bf8de648bfd6e8b2;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190710;93309;Bakersfield;California;US;6;10 028 671;1;41;Mr.;248056;No;Aol.Com
DESKTOP;4a504ffc438068e4bf8de648bfd6e8b2;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190710;93309;Bakersfield;California;US;6;10 033 361;1;41;Mr.;248056;No;AOL.COM
DESKTOP;4a504ffc438068e4bf8de648bfd6e8b2;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190710;93309;Bakersfield;California;US;6;16 014 321;1;19;Mr.;248056;No;Aol.Com
DESKTOP;8e17ff1c05f80124a04b6434e1f6ff95;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;22193;Woodbridge;Virginia;US;6;14 329 751;1;81;Mrs.;153110;No;Gmail.Com
DESKTOP;c3e83bd0242ad5f5fe0ff71c8023adf2;20190628;CANCELED;Paypal;FEDEXGROUND;;4843;Camden;Maine;US;7;107 003 741 221 111;1;35;Ms.;269527;No;Yahoo.Com
DESKTOP;162aff0611473bf38012f26e52ce751b;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;92663;Newport-Beach;California;US;7;10 060 101;1;19;Mr.;325165;Yes;GMAIL.COM
MOBILE;4e8676e28b52fea3683a7e37c7059a94;20190628;REFUNDED;Visa;FEDEXGROUND;20190628;63105;Clayton;Missouri;US;6;10 210 561;1;65;Ms.;325162;No;GMAIL.COM
TABLET;18a895f11b29420a91b4eb2d292f4c62;20190628;DELIVERED;Visa;STANDARD_OVERNIGHT;20190628;70001;Metairie;Louisiana;US;7;16 061 131;1;19;Mrs.;324938;Yes;GMAIL.COM
TABLET;18a895f11b29420a91b4eb2d292f4c62;20190628;DELIVERED;Visa;STANDARD_OVERNIGHT;20190628;70001;Metairie;Louisiana;US;7;16 260 881;1;19;Mrs.;324938;Yes;Gmail.Com
DESKTOP;c98b084d6058adda1b167697cdbbcb77;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;22932;Crozet;Virginia;US;6;18 931 611;1;19;Mr.;319255;No;Gmail.Com
DESKTOP;0a002a88a465a15c95938df0f2f61b9f;20190628;CANCELED;Mastercard;FEDEXGROUND;;19720;New-Castle;Delaware;US;7;1 072 954 457 613;1;43;Miss;323840;Yes;NAVER.COM
DESKTOP;0a002a88a465a15c95938df0f2f61b9f;20190628;CANCELED;Mastercard;FEDEXGROUND;;19720;New-Castle;Delaware;US;7;10 729 544 512 413;1;43;Miss;323840;Yes;Naver.Com
DESKTOP;0a002a88a465a15c95938df0f2f61b9f;20190628;CANCELED;Mastercard;FEDEXGROUND;;19720;New-Castle;Delaware;US;7;107 295 441 214 812;1;43;Miss;323840;Yes;Naver.Com
DESKTOP;be9bd42a9bb0638507ad364fa7f3ee44;20190628;DELIVERED;Visa;PRIORITYOVERNIGHT;20190628;90248;Gardena;California;US;7;121 404 014;1;74;Miss;318707;No;Naver.Com
DESKTOP;f3e409e0c4796778cc4aa54cd65136bd;20190628;DELIVERED;Visa;FEDEX2DAY;20190628;14222;Buffalo;New York;US;6;10 031 321 415;1;41;Mr.;324974;No;GMAIL.COM
MOBILE;6170cf9d57d3aea3831474176f0bf6eb;20190628;CANCELED;Visa;PRIORITYOVERNIGHT;;20910;Silver-Spring;Maryland;US;6;10 210 561;1;65;Miss;325161;Yes;Gmail.Com
MOBILE;6170cf9d57d3aea3831474176f0bf6eb;20190628;CANCELED;Visa;PRIORITYOVERNIGHT;;20910;Silver-Spring;Maryland;US;6;11 220 861;1;65;Miss;325161;Yes;GMAIL.COM
DESKTOP;1907e29830c3915228249eaee6aad2ad;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;77002;Houston;Texas;US;7;16 592 581;1;19;Mrs.;75021;Yes;EPIQSYSTEMS.COM
TABLET;ce7503d5e71c96150417c85dcfbda94b;20190628;CANCELED;Mastercard;SATURDAY_DELIVERY;;2141;Cambridge;Massachusetts;US;2;1 078 496 412 910;1;33;Mr.;265558;Yes;YAHOO.COM
DESKTOP;ad2c61f7ad88a542eb668ae7c8cf1030;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;43551;Perrysburg;Ohio;US;6;11 910 981;1;100;Mrs.;39269;No;AOL.COM
DESKTOP;0fa977531f9469a49203939c5c03e539;20190628;CANCELED;AmericanExpress;FEDEXGROUND;;43551;Perrysburg;Ohio;US;6;11 910 981;1;100;Mrs.;39269;No;Aol.Com
MOBILE;46b8ea30ed96ec7cdbd3b1b9572af0eb;20190628;CANCELED;AmericanExpress;FEDEXGROUND;;10023;New-York;New York;US;7;121 405 814;1;52;Mrs.;284649;No;Gmail.Com
MOBILE;28500bb19c9b02243657b1b6e77a18e4;20190628;DELIVERED;Mastercard;SATURDAY_DELIVERY;20190628;75119;Ennis;Texas;US;2;123 659;1;16;Mr.;324219;No;ICLOUD.COM
DESKTOP;fc1560f1d1ac6a5828c2ce2a7421a713;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190702;11030;Manhasset;New York;US;6;11 620 041;1;97;M;307906;No;AOL.COM
DESKTOP;0ef7d2411f26a524dbc573211c23b230;20190628;DELIVERED;Paypal;FEDEX2DAY;20190628;7082;Towaco;New Jersey;US;7;17 000 017 131 114;1;64;Mr.;325149;Yes;Gmail.Com
DESKTOP;bafce3311ff2d307a41b32a45a786ba7;20190628;CANCELED;Visa;FEDEXGROUND;;20009;Washington;District of Columbia;US;2;140 007;1;18;Miss;325154;No;Gmail.Com
MOBILE;47e7bbaf2e351951d8123ba57598ced2;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;10024;New-York;New York;US;7;11 033 911;1;78;Ms.;276243;No;Aol.Com
MOBILE;54f31b2654c90978f6b61581fc293200;20190628;AVAILABLE;Paypal;FEDEXGROUND;20190702;7601;Hackensack;New Jersey;US;6;11 512 131;1;65;Mrs.;253753;No;Aol.Com
MOBILE;2bae85263d51c446e6f223be9591b7fc;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;19103;Philadelphia;Pennsylvania;US;6;11 811 691;1;27;Mrs.;21040;Yes;Naver.Com
MOBILE;2bae85263d51c446e6f223be9591b7fc;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;19103;Philadelphia;Pennsylvania;US;6;11 811 691;1;27;Mrs.;21040;Yes;NAVER.COM
MOBILE;8972c742a2ea1cfade5b0bd8193099e9;20190628;CANCELED;AmericanExpress;FEDEX2DAY;;11209;Ny;New York;US;1;10 739 674 221 095;1;49;Mr.;322400;No;LIVE.COM
MOBILE;8972c742a2ea1cfade5b0bd8193099e9;20190628;CANCELED;AmericanExpress;FEDEX2DAY;;11209;Ny;New York;US;1;107 793 141 212;1;31;Mr.;322400;No;Live.Com
DESKTOP;f320f0ba20d2e2fa8d4a955f5ed89186;20190628;DELIVERED;Visa;FEDEX2DAY;20190628;10017;New-York;New York;US;1;10 739 674 225 085;1;49;Mr.;325147;No;Gmail.Com
DESKTOP;f320f0ba20d2e2fa8d4a955f5ed89186;20190628;DELIVERED;Visa;FEDEX2DAY;20190628;10017;New-York;New York;US;1;107 537 141 205;1;31;Mr.;325147;No;GMAIL.COM
DESKTOP;83d680595d71c0061336ee480eeb6108;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;6877;Ridgefield;Connecticut;US;1;10 645 444 406;1;33;Mrs.;325148;No;Gmail.Com
DESKTOP;83d680595d71c0061336ee480eeb6108;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;6877;Ridgefield;Connecticut;US;1;10 739 674 222 090;1;49;Mrs.;325148;No;Gmail.Com
MOBILE;a2aa29bb0c207b2218774b9c1314a60d;20190628;DELIVERED;Paypal;FEDEXGROUND;20190701;90503;Torrance;California;US;7;10 718 214 122 315;2;35;Mrs.;86916;No;GMAIL.COM
DESKTOP;66e1b5b3a8b6aff4f9445d9d64efab04;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;20854;Rockville;Maryland;US;6;10 710 941;1;65;Miss;325143;No;Vivacreative.Com
MOBILE;1b8181f7f1faf8dbc71fb77cc2326c89;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;21117;Owings-Mills;Maryland;US;6;10 210 561;1;65;Mrs.;325144;No;GMAIL.COM
DESKTOP;8e6dd38fcd30f360c0550953b54b2df1;20190628;DELIVERED;Mastercard;STANDARD_OVERNIGHT;20190628;14722;Chautauqua;New York;US;6;16 015 921;1;23;Mr.;325138;Yes;Mgpba.Com
DESKTOP;35fbd5577a733e387bfc831d3f076cef;20190628;CANCELED;Mastercard;STANDARD_OVERNIGHT;;28211;Charlotte;North Carolina;US;6;16 015 921;1;23;Mr.;325138;No;MGPBA.COM
DESKTOP;aeb24af970ed8856e85fec5a7b6fa446;20190628;DELIVERED;Visa;FEDEX2DAY;20190628;11377;Woodside;New York;US;7;17 000 017;1;64;Mr.;325133;Yes;Gmail.Com
DESKTOP;ccab990dd53b41e502a1f7d4346cdde5;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;27519;Cary;North Carolina;US;6;10 210 561;1;65;Mrs.;124720;No;Gmail.Com
DESKTOP;8422702865f11b3cec7841fc60e9df9d;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;48009;Birmingham,;Michigan;US;7;10 716 394 123 713;1;53;Ms.;186281;No;Mac.Com
TABLET;60e040a10d92613398025eda8769d308;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;72704;Fayetteville;Arkansas;US;6;10 031 761;1;41;Ms.;92291;No;Melissahaynesdesign.Com
TABLET;60e040a10d92613398025eda8769d308;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;72704;Fayetteville;Arkansas;US;6;10 718 231;1;46;Ms.;92291;No;MELISSAHAYNESDESIGN.COM
MOBILE;c682507d5f716ca76791bca1cff7e712;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;94538;Fremont;California;US;2;1 078 496 412 109;1;33;Mrs.;238610;No;YAHOO.COM
DESKTOP;db11701ce96ca3cf7603c6c9d42a829d;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;90013;Los-Angeles;California;US;7;16 592 411;1;19;Mrs.;75021;Yes;Epiqsystems.Com
MOBILE;a51d623c74cc2f05ca134e5abde86701;20190628;CANCELED;Visa;FEDEXGROUND;;22042;Falls-Church;Virginia;US;6;10 710 941;1;65;Mrs.;325126;No;GMAIL.COM
DESKTOP;6e4a94f64c7a81def31277ce8d64049b;20190628;DELIVERED;Visa;SATURDAY_DELIVERY;20190628;8540;Princeton;New Jersey;US;7;16 060 951;1;19;Ms.;216883;Yes;Verizon.Net
DESKTOP;6e4a94f64c7a81def31277ce8d64049b;20190628;DELIVERED;Visa;SATURDAY_DELIVERY;20190628;8540;Princeton;New Jersey;US;7;17 000 017 131 114;1;64;Ms.;216883;Yes;VERIZON.NET
DESKTOP;fe3b69d0ca6586d03df423a597e4418c;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;22664;Woodstock;Virginia;US;3;10 260 961;1;80;Ms.;325125;Yes;Vt.Edu
TABLET;971cbf5d883c09c7fd71a67ee03abfc0;20190628;CANCELED;Mastercard;FEDEXGROUND;;72704;Fayetteville;Arkansas;US;6;10 031 761;1;41;Ms.;92291;No;MELISSAHAYNESDESIGN.COM
TABLET;971cbf5d883c09c7fd71a67ee03abfc0;20190628;CANCELED;Mastercard;FEDEXGROUND;;72704;Fayetteville;Arkansas;US;6;10 718 231;1;46;Ms.;92291;No;MELISSAHAYNESDESIGN.COM
MOBILE;681af1d1c622467033765f221fa4f98d;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;94109;San-Francisco;California;US;2;120 872;1;12;Mr.;325121;No;GMAIL.COM
MOBILE;9ca8f85dfd885e4dc6f2e60dd6a9da14;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190701;10016;New-York;New York;US;6;10 210 561;1;65;Miss;325124;No;GMAIL.COM
DESKTOP;2b2f82bd2b1e71a2d69c0fcba6a5ed66;20190628;DELIVERED;Mastercard;FEDEX2DAY;20190628;33418;Palm-Beach-Gardens;Florida;US;2;107 427 741 231;1;31;;325122;No;AOL.COM
DESKTOP;1d433d6cac726e0fa482a5ec69061b6f;20190628;REFUNDED;Visa;FEDEXGROUND;20190628;11211;Brooklyn;New York;US;6;10 210 561;1;65;Mrs.;325120;Yes;Gmail.Com
DESKTOP;e3a830fbad4835b7073859947ea1d2e0;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;3064;Nashua;New Hampshire;US;6;10 024 081;1;41;Mrs.;131539;No;GMAIL.COM
DESKTOP;e3a830fbad4835b7073859947ea1d2e0;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;3064;Nashua;New Hampshire;US;6;10 033 361;1;41;Mrs.;131539;No;Gmail.Com
DESKTOP;e3a830fbad4835b7073859947ea1d2e0;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;3064;Nashua;New Hampshire;US;6;10 033 651;1;41;Mrs.;131539;No;GMAIL.COM
DESKTOP;e3a830fbad4835b7073859947ea1d2e0;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;3064;Nashua;New Hampshire;US;6;10 033 691;1;41;Mrs.;131539;No;GMAIL.COM
DESKTOP;e3a830fbad4835b7073859947ea1d2e0;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;3064;Nashua;New Hampshire;US;6;10 718 231;1;46;Mrs.;131539;No;GMAIL.COM
DESKTOP;853a82846a0812abdec4160624e8d116;20190628;DELIVERED;AmericanExpress;STANDARD_OVERNIGHT;20190628;10021;New-York;New York;US;7;11 560 271;1;19;Mr.;104970;No;AAPMM.COM
MOBILE;8c6c7b310bffda766d053dc0e41667b7;20190628;DELIVERED;Paypal;FEDEXGROUND;20190702;6877;Ridgefield;Connecticut;US;6;11 512 131;1;65;Mrs.;288510;No;Gmail.Com
DESKTOP;7ccc59b3f0646c19183b6e150a5fa622;20190628;CANCELED;Visa;FEDEX2DAY;;23451;Virginia-Beach;Virginia;US;1;107 539 442 214 085;1;45;Ms.;325110;Yes;GMAIL.COM
DESKTOP;7ccc59b3f0646c19183b6e150a5fa622;20190628;CANCELED;Visa;FEDEX2DAY;;23451;Virginia-Beach;Virginia;US;1;10 779 414 189;1;31;Ms.;325110;Yes;GMAIL.COM
MOBILE;60e92ed0947dcb9e74ad1abfd25f83a5;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;20148;Ashburn;Virginia;US;7;17 000 017 111 814;1;64;Mrs.;325111;No;HOTMAIL.COM
MOBILE;6faf352a2f055982aa196471f1bcae82;20190628;REFUNDED;Paypal;FEDEXGROUND;20190628;7458;Saddle-River;New Jersey;US;1;10 779 604 222 080;1;40;Mrs.;309631;No;AOL.COM
DESKTOP;9c21b0423b1a547cbf4fb534c896f07b;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;37201;Nashville;Tennessee;US;6;10 032 261;1;41;Mr.;323707;Yes;GMAIL.COM
TABLET;4767d2bc197bebc6285efecc6ad4704e;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;60045;Lake-Forest;Illinois;US;7;17 000 017 101 814;1;64;Mrs.;155487;No;YAHOO.COM
TABLET;4767d2bc197bebc6285efecc6ad4704e;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190628;60045;Lake-Forest;Illinois;US;7;17 000 017 131 814;1;64;Mrs.;155487;No;YAHOO.COM
MOBILE;cdeedb9181f0fdb3ad9464e869b7d04e;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190702;75230;Dallas;Texas;US;6;11 911 011;1;80;Ms.;325106;No;Fridaysunday.Com
DESKTOP;99e5f5370d864dbf4cb0b937ee2688b5;20190628;CANCELED;Paypal;STANDARD_OVERNIGHT;;7205;Hillside;New Jersey;US;6;10 411 411 102 440;1;69;Mr.;325105;No;GMAIL.COM
DESKTOP;50b4e036269721637e58faf02d564cb5;20190628;REFUNDED;AmericanExpress;FEDEXGROUND;20190702;20904;Silver-Spring;Maryland;US;6;11 914 001 102 420;1;92;Mr.;84948;No;Yahoo.Com
DESKTOP;b16cfdb33ab5f8ea01624b9e039720bf;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;10021;New-York;New York;US;6;10 632 751;1;17;Ms.;33063;No;GMAIL.COM
DESKTOP;e99eb8bfbfc38b322a2cd94dfb10a892;20190628;DELIVERED;Visa;FEDEX2DAY;20190628;6107;West-Hartford;Connecticut;US;7;11 080 027;1;57;Mr.;14012;No;Gmail.Com
DESKTOP;8937d829de70b60f8a2982e56f085ef9;20190628;CANCELED;Paypal;FEDEXGROUND;;33160;Sunny-Isles-Beach;Florida;US;7;1 064 642 451 214;1;53;Mrs.;4065;Yes;Hotmail.Com
DESKTOP;e6326c50038cbff18312562b2e5efbac;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;77019;Houston;Texas;US;6;11 821 391;1;82;Mrs.;163989;No;ME.COM
DESKTOP;e6326c50038cbff18312562b2e5efbac;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;77019;Houston;Texas;US;6;11 821 391;1;82;Mrs.;163989;No;ME.COM
MOBILE;e2afa5cc27b6b24c39c6e8bc306b9776;20190628;CANCELED;Visa;FEDEXGROUND;;77449;Katy;Texas;US;6;11 911 531;1;78;Mr.;324853;No;HOTMAIL.COM
DESKTOP;c7bd693f3b8588a16bc833e6b91a8707;20190628;DELIVERED;Visa;FEDEXGROUND;20190702;30052;Loganville;Georgia;US;6;11 811 691;1;27;Ms.;325097;No;GMAIL.COM
MOBILE;ca7292e895b3c18406e387861b381ba0;20190628;AVAILABLE;Mastercard;FEDEXGROUND;20190628;33137;Miami;Florida;US;1;106 553 842 115 085;1;35;Mrs.;230045;No;Platinumservicesbgi.Com
MOBILE;09d88f54979a6a612b75de8494b9c10c;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;80127;Littleton;Colorado;US;2;1 078 310 412 133;1;23;Mr.;231699;No;Yahoo.Com
MOBILE;c6457810826996bb09cd4faefdbe9b39;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;46410;Merrillville;Indiana;US;2;110 008 210;1;13;Mrs.;325086;No;YAHOO.COM
DESKTOP;0ed2cc79f9097648a84587d796493d0f;20190628;DELIVERED;Visa;FEDEXGROUND;20190702;8540;Princeton;New Jersey;US;6;11 910 651;1;57;Mrs.;323253;No;Gmail.Com
TABLET;32efb3e759c24755e87b741973b7733b;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;91775;San-Gabriel;California;US;2;1 078 496 412 109;1;33;Ms.;325082;Yes;HOTMAIL.COM
DESKTOP;7dd40b17d0e4d7b640a0c02473c60659;20190628;DELIVERED;Paypal;FEDEXGROUND;20190701;97223;Portland;Oregon;US;6;10 032 521;1;41;Ms.;273300;No;Naver.Com
MOBILE;103df263756108dc178d784d7cbe3cdc;20190628;CANCELED;Paypal;FEDEXGROUND;;80220;Denver;Colorado;US;7;17 000 017 119 114;1;64;Miss;324763;No;Yahoo.Com
MOBILE;1cf2bb1eb0d2adc4258019ad4f3e0045;20190628;REFUNDED;Visa;FEDEXGROUND;20190701;91303;Woodland-Hills;California;US;6;10 210 561;1;65;Mr.;325079;No;YAHOO.COM
DESKTOP;56b557b35052c4792e773ea810127bd5;20190628;DELIVERED;Mastercard;FEDEXGROUND;20190628;91801;Alhambra;California;US;2;107 070 641 231;1;39;Miss;150588;Yes;ME.COM
MOBILE;af3323b44b17a8201ebef990d8d0258b;20190628;CANCELED;Visa;FEDEXGROUND;;94304;Palo-Alto;California;US;6;11 911 081;1;78;Mrs.;325078;No;Gmail.Com
MOBILE;c16a404954ca5712a4e823565a4b2e20;20190628;AVAILABLE;Visa;FEDEXGROUND;20190702;2116;Boston;Massachusetts;US;6;10 033 781;1;41;Mrs.;305495;No;GMAIL.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 010 631;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 010 631;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 023 471;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 023 471;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 023 471;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 030 791;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 032 061;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 032 061;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 032 061;2;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 032 061;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 032 211;1;41;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 033 291;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 033 661;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 033 781;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 033 781;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 033 781;1;41;Mrs.;248170;No;MAC.COM
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 718 231;1;46;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;10 732 321;1;46;Mrs.;248170;No;Mac.Com
TABLET;26ff360fa989dbc39103854acf9574e4;20190628;CANCELED;AmericanExpress;SATURDAY_DELIVERY;;60045;Lake-Forest;Illinois;US;6;11 732 881;1;42;Mrs.;248170;No;Mac.Com
TABLET;79a40f98d1816414edf6e2b99c3e0b3c;20190628;DELIVERED;Visa;FEDEX2DAY;20190628;78257;San-Antonio;Texas;US;7;10 301 901;1;19;Ms.;34172;No;MSN.COM
DESKTOP;3403f7e4dad3ca6bdc426ceb156920de;20190628;DELIVERED;Visa;FEDEXGROUND;20190628;97045;Oregon-City;Oregon;US;7;11 479 917 185;1;41;Mr.;278229;Yes;GMAIL.COM
MOBILE;067568ba1105116d245aae7f9d0cda30;20190628;REFUNDED;MasterCard;FEDEXGROUND;20190628;85757;Tucson;Arizona;US;6;10 210 561;1;65;Mrs.;325066;No;HOTMAIL.COM
DESKTOP;370847b3a3dcf3e7f4cea4191db0b824;20190628;CANCELED;Visa;FEDEXGROUND;;2460;Newton;Massachusetts;US;3;10 350 821;1;29;Ms.;324849;Yes;GMAIL.COM
DESKTOP;370847b3a3dcf3e7f4cea4191db0b824;20190628;CANCELED;Visa;FEDEXGROUND;;2460;Newton;Massachusetts;US;3;10 430 161;1;21;Ms.;324849;Yes;Gmail.Com
DESKTOP;370847b3a3dcf3e7f4cea4191db0b824;20190628;CANCELED;Visa;FEDEXGROUND;;2460;Newton;Massachusetts;US;3;10 431 161;1;21;Ms.;324849;Yes;Gmail.Com
MOBILE;41686e3dc752e4ae3bb4d4e4c15e6505;20190628;DELIVERED;Visa;FEDEXGROUND;20190703;33154;Surfside;Florida;US;6;11 821 391;1;82;Mrs.;252770;No;ME.COM
DESKTOP;5246c3e6ec6e1af7be41c96dcde266fa;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;98112;Seattle;Washington;US;1;107 539 442 214 085;1;45;Mr.;325062;No;GMAIL.COM
DESKTOP;5246c3e6ec6e1af7be41c96dcde266fa;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;98112;Seattle;Washington;US;1;107 793 141 212;1;31;Mr.;325062;No;GMAIL.COM
TABLET;73c07098073e68fdc94978a530bcd718;20190628;DELIVERED;AmericanExpress;FEDEXGROUND;20190702;10019;New-York;New York;US;6;10 031 611;1;41;Mrs.;61739;Yes;Gmail.Com
TABLET;c6addb9341958bb4c990b1a6cad48537;20190628;DELIVERED;Paypal;FEDEXGROUND;20190628;12203;Albany;New York;US;7;10 060 941;1;19;Mr.;325064;No;ICLOUD.COM
DESKTOP;4a6f1a12a39437d75a33b533003416ec;20190628;CANCELED;Paypal;FEDEXGROUND;;98112;Seattle;Washington;US;1;107 392 441 205;1;35;Mr.;325062;No;Gmail.Com
DESKTOP;4a6f1a12a39437d75a33b533003416ec;20190628;CANCELED;Paypal;FEDEXGROUND;;98112;Seattle;Washington;US;1;107 539 442 214 085;1;45;Mr.;325062;No;GMAIL.COM
DESKTOP;294098bbf69c4a683c39072c43364fb8;20190628;CANCELED;Mastercard;FEDEXGROUND;;97306;Salem;Oregon;US;6;10 210 561;1;65;Mrs.;325053;No;YAHOO.COM
DESKTOP;585cb18fe8607ebe8f64c1b3a316e3c1;20190628;REFUNDED;Visa;STANDARD_OVERNIGHT;20190628;21001;Aberdeen;Maryland;US;6;11 412 511 102 405;1;99;Mrs.;170130;No;Yahoo.Com
